filename,width,height,class,xmin,ymin,xmax,ymax
499_jpg.rf.4JysA4uP9HqGHWEnI4rs.jpg,2550,3300,Total_TTC,1998,1975,2128,2035
499_jpg.rf.4JysA4uP9HqGHWEnI4rs.jpg,2550,3300,TVA,1997,1909,2103,1969
499_jpg.rf.4JysA4uP9HqGHWEnI4rs.jpg,2550,3300,Pourcentage_TVA,1808,1913,1885,1968
618_png_jpg.rf.p0LE7a1JAHBCDJfRpgNV.jpg,4136,5849,Numéro_Facture,329,1166,716,1256
618_png_jpg.rf.p0LE7a1JAHBCDJfRpgNV.jpg,4136,5849,Nom_Client,325,2184,869,2384
618_png_jpg.rf.p0LE7a1JAHBCDJfRpgNV.jpg,4136,5849,Email_Client,325,2552,1152,2643
618_png_jpg.rf.p0LE7a1JAHBCDJfRpgNV.jpg,4136,5849,Tel_Client,325,2387,939,2472
618_png_jpg.rf.p0LE7a1JAHBCDJfRpgNV.jpg,4136,5849,Tel_Client,333,2475,950,2547
618_png_jpg.rf.p0LE7a1JAHBCDJfRpgNV.jpg,4136,5849,Produits,1349,2142,3735,3308
618_png_jpg.rf.p0LE7a1JAHBCDJfRpgNV.jpg,4136,5849,Total_Hors_TVA,3330,3528,3753,3638
618_png_jpg.rf.p0LE7a1JAHBCDJfRpgNV.jpg,4136,5849,TVA,3367,3840,3744,3937
618_png_jpg.rf.p0LE7a1JAHBCDJfRpgNV.jpg,4136,5849,Pourcentage_TVA,2249,3845,2393,3914
618_png_jpg.rf.p0LE7a1JAHBCDJfRpgNV.jpg,4136,5849,Total_TTC,3368,4150,3724,4231
584_png_jpg.rf.SHkhhTUPk23ErTNdlQvZ.jpg,4136,5849,Numéro_Facture,824,1526,1051,1603
584_png_jpg.rf.SHkhhTUPk23ErTNdlQvZ.jpg,4136,5849,Date_Facturation,410,1656,895,1742
584_png_jpg.rf.SHkhhTUPk23ErTNdlQvZ.jpg,4136,5849,Produits,441,2463,3185,3466
584_png_jpg.rf.SHkhhTUPk23ErTNdlQvZ.jpg,4136,5849,Total_Hors_TVA,2957,3745,3142,3826
584_png_jpg.rf.SHkhhTUPk23ErTNdlQvZ.jpg,4136,5849,Total_TTC,2954,4050,3141,4137
584_png_jpg.rf.SHkhhTUPk23ErTNdlQvZ.jpg,4136,5849,TVA,2955,3843,3057,3927
584_png_jpg.rf.SHkhhTUPk23ErTNdlQvZ.jpg,4136,5849,Pourcentage_TVA,2490,3853,2603,3922
584_png_jpg.rf.SHkhhTUPk23ErTNdlQvZ.jpg,4136,5849,Tel_Client,1846,1524,2433,1607
584_png_jpg.rf.SHkhhTUPk23ErTNdlQvZ.jpg,4136,5849,Adresse_Facturation,1846,1651,3223,1750
80_jpg.rf.RrSnqYOeh6SfEIStSSf5.jpg,2489,3518,Numéro_Facture,2144,749,2317,793
80_jpg.rf.RrSnqYOeh6SfEIStSSf5.jpg,2489,3518,Date_Facturation,2107,833,2317,887
80_jpg.rf.RrSnqYOeh6SfEIStSSf5.jpg,2489,3518,Echéance,2100,917,2317,966
80_jpg.rf.RrSnqYOeh6SfEIStSSf5.jpg,2489,3518,Nom_Client,355,730,574,784
80_jpg.rf.RrSnqYOeh6SfEIStSSf5.jpg,2489,3518,Adresse_Facturation,367,794,780,907
80_jpg.rf.RrSnqYOeh6SfEIStSSf5.jpg,2489,3518,Tel_Client,782,792,1076,841
80_jpg.rf.RrSnqYOeh6SfEIStSSf5.jpg,2489,3518,Produits,161,1290,2324,1896
80_jpg.rf.RrSnqYOeh6SfEIStSSf5.jpg,2489,3518,Total_Hors_TVA,2191,2009,2314,2050
80_jpg.rf.RrSnqYOeh6SfEIStSSf5.jpg,2489,3518,TVA,2212,2097,2314,2136
80_jpg.rf.RrSnqYOeh6SfEIStSSf5.jpg,2489,3518,Total_TTC,2190,2183,2321,2228
80_jpg.rf.RrSnqYOeh6SfEIStSSf5.jpg,2489,3518,Pourcentage_TVA,1362,2099,1442,2134
524_png_jpg.rf.1eNKbhKAtZRleWqMCwyG.jpg,4136,5849,Numéro_Facture,2961,1684,3296,1783
524_png_jpg.rf.1eNKbhKAtZRleWqMCwyG.jpg,4136,5849,Echéance,2725,1806,3421,1940
524_png_jpg.rf.1eNKbhKAtZRleWqMCwyG.jpg,4136,5849,Nom_Client,667,1631,1390,1752
524_png_jpg.rf.1eNKbhKAtZRleWqMCwyG.jpg,4136,5849,Email_Client,515,1877,1619,1995
524_png_jpg.rf.1eNKbhKAtZRleWqMCwyG.jpg,4136,5849,Produits,495,2577,3534,3957
524_png_jpg.rf.1eNKbhKAtZRleWqMCwyG.jpg,4136,5849,Total_TTC,3170,4094,3558,4216
360_png_jpg.rf.pEpeCUJVvHC7Mq4HeuoC.jpg,4250,5500,Numéro_Facture,994,1606,1426,1714
360_png_jpg.rf.pEpeCUJVvHC7Mq4HeuoC.jpg,4250,5500,Date_Facturation,1024,1723,1585,1807
360_png_jpg.rf.pEpeCUJVvHC7Mq4HeuoC.jpg,4250,5500,Echéance,1117,1846,1660,1931
360_png_jpg.rf.pEpeCUJVvHC7Mq4HeuoC.jpg,4250,5500,Nom_Client,3006,1597,3825,1715
360_png_jpg.rf.pEpeCUJVvHC7Mq4HeuoC.jpg,4250,5500,Adresse_Facturation,2636,1721,3827,1820
360_png_jpg.rf.pEpeCUJVvHC7Mq4HeuoC.jpg,4250,5500,Email_Client,2677,1954,3836,2057
360_png_jpg.rf.pEpeCUJVvHC7Mq4HeuoC.jpg,4250,5500,Tel_Client,3145,1837,3836,1946
360_png_jpg.rf.pEpeCUJVvHC7Mq4HeuoC.jpg,4250,5500,Produits,488,2701,3789,3493
360_png_jpg.rf.pEpeCUJVvHC7Mq4HeuoC.jpg,4250,5500,Total_Hors_TVA,3526,3732,3774,3854
360_png_jpg.rf.pEpeCUJVvHC7Mq4HeuoC.jpg,4250,5500,Total_TTC,3524,4377,3776,4503
360_png_jpg.rf.pEpeCUJVvHC7Mq4HeuoC.jpg,4250,5500,TVA,3518,4065,3756,4168
360_png_jpg.rf.pEpeCUJVvHC7Mq4HeuoC.jpg,4250,5500,Pourcentage_TVA,3619,3908,3766,4008
139_png_jpg.rf.pGHeUOdk2YMyJZ8qJkPV.jpg,2550,3300,Date_Facturation,2012,374,2368,447
139_png_jpg.rf.pGHeUOdk2YMyJZ8qJkPV.jpg,2550,3300,Numéro_Facture,1845,616,2041,696
139_png_jpg.rf.pGHeUOdk2YMyJZ8qJkPV.jpg,2550,3300,Nom_Client,179,673,587,746
139_png_jpg.rf.pGHeUOdk2YMyJZ8qJkPV.jpg,2550,3300,Adresse_Facturation,184,750,723,1017
139_png_jpg.rf.pGHeUOdk2YMyJZ8qJkPV.jpg,2550,3300,Produits,151,1383,2340,2179
139_png_jpg.rf.pGHeUOdk2YMyJZ8qJkPV.jpg,2550,3300,Total_Hors_TVA,2033,2314,2242,2424
139_png_jpg.rf.pGHeUOdk2YMyJZ8qJkPV.jpg,2550,3300,TVA,1994,2458,2284,2560
139_png_jpg.rf.pGHeUOdk2YMyJZ8qJkPV.jpg,2550,3300,Pourcentage_TVA,1624,2478,1725,2549
139_png_jpg.rf.pGHeUOdk2YMyJZ8qJkPV.jpg,2550,3300,Pourcentage_TVA,1984,2609,2270,2711
590_png_jpg.rf.fZBT7V2Zh7eN43cSxpD2.jpg,4136,5849,Numéro_Facture,2823,1268,3117,1357
590_png_jpg.rf.fZBT7V2Zh7eN43cSxpD2.jpg,4136,5849,Date_Facturation,2462,1399,3384,1524
590_png_jpg.rf.fZBT7V2Zh7eN43cSxpD2.jpg,4136,5849,Nom_Client,406,1266,1197,1381
590_png_jpg.rf.fZBT7V2Zh7eN43cSxpD2.jpg,4136,5849,Adresse_Facturation,419,1420,1626,1678
590_png_jpg.rf.fZBT7V2Zh7eN43cSxpD2.jpg,4136,5849,Tel_Client,415,1848,1037,1960
590_png_jpg.rf.fZBT7V2Zh7eN43cSxpD2.jpg,4136,5849,Produits,394,2565,3668,3316
590_png_jpg.rf.fZBT7V2Zh7eN43cSxpD2.jpg,4136,5849,Total_TTC,3327,3612,3683,3730
213_png_jpg.rf.4rWAWTPUl18IEPyqRsQL.jpg,4250,5500,Numéro_Facture,597,2535,1031,2633
213_png_jpg.rf.4rWAWTPUl18IEPyqRsQL.jpg,4250,5500,Date_Facturation,820,2705,1337,2807
213_png_jpg.rf.4rWAWTPUl18IEPyqRsQL.jpg,4250,5500,Echéance,706,2875,1258,2988
213_png_jpg.rf.4rWAWTPUl18IEPyqRsQL.jpg,4250,5500,Nom_Client,233,3502,1275,3595
213_png_jpg.rf.4rWAWTPUl18IEPyqRsQL.jpg,4250,5500,Adresse_Facturation,241,3607,1469,3708
213_png_jpg.rf.4rWAWTPUl18IEPyqRsQL.jpg,4250,5500,Email_Client,237,3848,1364,3949
213_png_jpg.rf.4rWAWTPUl18IEPyqRsQL.jpg,4250,5500,Tel_Client,245,3731,777,3824
213_png_jpg.rf.4rWAWTPUl18IEPyqRsQL.jpg,4250,5500,Produits,1834,2753,3873,3018
213_png_jpg.rf.4rWAWTPUl18IEPyqRsQL.jpg,4250,5500,Total_Hors_TVA,2478,3330,2826,3424
213_png_jpg.rf.4rWAWTPUl18IEPyqRsQL.jpg,4250,5500,Pourcentage_Remise,2210,3516,2390,3589
213_png_jpg.rf.4rWAWTPUl18IEPyqRsQL.jpg,4250,5500,Pourcentage_TVA,2204,3632,2307,3708
213_png_jpg.rf.4rWAWTPUl18IEPyqRsQL.jpg,4250,5500,TVA,2003,3736,2115,3825
213_png_jpg.rf.4rWAWTPUl18IEPyqRsQL.jpg,4250,5500,Total_TTC,2474,3911,2897,4032
486_jpg.rf.SkJ0YDI7nKyuO8RX3OVI.jpg,2550,3300,Numéro_Facture,494,365,703,418
486_jpg.rf.SkJ0YDI7nKyuO8RX3OVI.jpg,2550,3300,Date_Facturation,274,443,619,504
486_jpg.rf.SkJ0YDI7nKyuO8RX3OVI.jpg,2550,3300,Echéance,248,522,591,582
486_jpg.rf.SkJ0YDI7nKyuO8RX3OVI.jpg,2550,3300,Nom_Client,131,863,641,922
486_jpg.rf.SkJ0YDI7nKyuO8RX3OVI.jpg,2550,3300,Adresse_Facturation,126,930,863,994
486_jpg.rf.SkJ0YDI7nKyuO8RX3OVI.jpg,2550,3300,Email_Client,121,1068,927,1151
486_jpg.rf.SkJ0YDI7nKyuO8RX3OVI.jpg,2550,3300,Tel_Client,124,1004,505,1062
486_jpg.rf.SkJ0YDI7nKyuO8RX3OVI.jpg,2550,3300,Produits,167,1668,2397,1891
486_jpg.rf.SkJ0YDI7nKyuO8RX3OVI.jpg,2550,3300,Total_Hors_TVA,2150,2160,2388,2229
486_jpg.rf.SkJ0YDI7nKyuO8RX3OVI.jpg,2550,3300,Total_TTC,2170,2491,2364,2558
486_jpg.rf.SkJ0YDI7nKyuO8RX3OVI.jpg,2550,3300,TVA,2186,2384,2355,2446
486_jpg.rf.SkJ0YDI7nKyuO8RX3OVI.jpg,2550,3300,Pourcentage_TVA,1683,2388,1763,2439
486_jpg.rf.SkJ0YDI7nKyuO8RX3OVI.jpg,2550,3300,Pourcentage_Remise,1837,2272,1950,2330
567_png_jpg.rf.pH5ZJ8Bgz7QEPMzDktRm.jpg,4136,5849,Numéro_Facture,884,1678,1023,1777
567_png_jpg.rf.pH5ZJ8Bgz7QEPMzDktRm.jpg,4136,5849,Date_Facturation,412,1792,1115,1900
567_png_jpg.rf.pH5ZJ8Bgz7QEPMzDktRm.jpg,4136,5849,Produits,510,2672,3593,3480
567_png_jpg.rf.pH5ZJ8Bgz7QEPMzDktRm.jpg,4136,5849,Total_TTC,3203,3671,3657,3862
148_png_jpg.rf.qXgQKm3Z2OAgTRLpLf5h.jpg,2550,3300,Produits,267,1326,2431,1590
148_png_jpg.rf.qXgQKm3Z2OAgTRLpLf5h.jpg,2550,3300,Total_Hors_TVA,2183,1646,2420,1726
148_png_jpg.rf.qXgQKm3Z2OAgTRLpLf5h.jpg,2550,3300,Pourcentage_TVA,2183,1750,2334,1824
148_png_jpg.rf.qXgQKm3Z2OAgTRLpLf5h.jpg,2550,3300,TVA,2191,1827,2359,1897
148_png_jpg.rf.qXgQKm3Z2OAgTRLpLf5h.jpg,2550,3300,Total_TTC,2193,1900,2375,1962
148_png_jpg.rf.qXgQKm3Z2OAgTRLpLf5h.jpg,2550,3300,Tel_Client,281,2831,653,2882
148_png_jpg.rf.qXgQKm3Z2OAgTRLpLf5h.jpg,2550,3300,Nom_Client,275,2690,745,2752
148_png_jpg.rf.qXgQKm3Z2OAgTRLpLf5h.jpg,2550,3300,Adresse_Facturation,276,2760,1166,2824
148_png_jpg.rf.qXgQKm3Z2OAgTRLpLf5h.jpg,2550,3300,Email_Client,283,2897,928,2965
148_png_jpg.rf.qXgQKm3Z2OAgTRLpLf5h.jpg,2550,3300,Numéro_Facture,610,3106,900,3173
148_png_jpg.rf.qXgQKm3Z2OAgTRLpLf5h.jpg,2550,3300,Date_Facturation,1430,3123,1752,3180
148_png_jpg.rf.qXgQKm3Z2OAgTRLpLf5h.jpg,2550,3300,Echéance,2166,3101,2511,3183
561_png_jpg.rf.fgZyc0bOBf2VlthOLOZc.jpg,4136,5849,Numéro_Facture,1469,1665,1969,1776
561_png_jpg.rf.fgZyc0bOBf2VlthOLOZc.jpg,4136,5849,Date_Facturation,2899,946,3406,1315
561_png_jpg.rf.fgZyc0bOBf2VlthOLOZc.jpg,4136,5849,Nom_Client,2902,2755,3348,2980
561_png_jpg.rf.fgZyc0bOBf2VlthOLOZc.jpg,4136,5849,Echéance,2902,3359,3500,3448
561_png_jpg.rf.fgZyc0bOBf2VlthOLOZc.jpg,4136,5849,Produits,550,2924,2305,3871
561_png_jpg.rf.fgZyc0bOBf2VlthOLOZc.jpg,4136,5849,Total_Hors_TVA,1895,4024,2238,4112
561_png_jpg.rf.fgZyc0bOBf2VlthOLOZc.jpg,4136,5849,Total_TTC,1892,4407,2226,4513
561_png_jpg.rf.fgZyc0bOBf2VlthOLOZc.jpg,4136,5849,TVA,1949,4169,2235,4260
561_png_jpg.rf.fgZyc0bOBf2VlthOLOZc.jpg,4136,5849,Pourcentage_TVA,830,4158,1037,4246
111_png_jpg.rf.4MT4IHCG4kLMiEcaQmny.jpg,2550,3300,Numéro_Facture,521,451,808,539
111_png_jpg.rf.4MT4IHCG4kLMiEcaQmny.jpg,2550,3300,Date_Facturation,322,546,759,612
111_png_jpg.rf.4MT4IHCG4kLMiEcaQmny.jpg,2550,3300,Echéance,308,633,743,710
111_png_jpg.rf.4MT4IHCG4kLMiEcaQmny.jpg,2550,3300,Nom_Client,1492,702,2097,836
111_png_jpg.rf.4MT4IHCG4kLMiEcaQmny.jpg,2550,3300,Adresse_Facturation,1490,833,2220,915
111_png_jpg.rf.4MT4IHCG4kLMiEcaQmny.jpg,2550,3300,Tel_Client,1500,917,1900,982
111_png_jpg.rf.4MT4IHCG4kLMiEcaQmny.jpg,2550,3300,Email_Client,1479,978,2428,1059
111_png_jpg.rf.4MT4IHCG4kLMiEcaQmny.jpg,2550,3300,Produits,155,1618,2401,2178
111_png_jpg.rf.4MT4IHCG4kLMiEcaQmny.jpg,2550,3300,Total_Hors_TVA,2083,2258,2377,2345
111_png_jpg.rf.4MT4IHCG4kLMiEcaQmny.jpg,2550,3300,Pourcentage_TVA,2199,2362,2312,2418
111_png_jpg.rf.4MT4IHCG4kLMiEcaQmny.jpg,2550,3300,TVA,2182,2421,2319,2481
111_png_jpg.rf.4MT4IHCG4kLMiEcaQmny.jpg,2550,3300,Total_TTC,2136,2530,2367,2605
558_png_jpg.rf.SNw1NUtCg1za2nmhLXxd.jpg,4136,5849,Numéro_Facture,742,1380,911,1465
558_png_jpg.rf.SNw1NUtCg1za2nmhLXxd.jpg,4136,5849,Date_Facturation,301,1493,963,1590
558_png_jpg.rf.SNw1NUtCg1za2nmhLXxd.jpg,4136,5849,Nom_Client,3330,1776,3829,1880
558_png_jpg.rf.SNw1NUtCg1za2nmhLXxd.jpg,4136,5849,Adresse_Facturation,2844,1910,3829,1995
558_png_jpg.rf.SNw1NUtCg1za2nmhLXxd.jpg,4136,5849,Tel_Client,3259,2018,3838,2105
558_png_jpg.rf.SNw1NUtCg1za2nmhLXxd.jpg,4136,5849,Produits,385,2938,3506,3869
558_png_jpg.rf.SNw1NUtCg1za2nmhLXxd.jpg,4136,5849,Total_TTC,3247,4191,3472,4292
301_png_jpg.rf.qmEsxV0mUYX2Pt4XFUZG.jpg,4250,5500,Numéro_Facture,3682,258,4049,351
301_png_jpg.rf.qmEsxV0mUYX2Pt4XFUZG.jpg,4250,5500,Date_Facturation,3618,362,4052,458
301_png_jpg.rf.qmEsxV0mUYX2Pt4XFUZG.jpg,4250,5500,Echéance,3596,478,4055,568
301_png_jpg.rf.qmEsxV0mUYX2Pt4XFUZG.jpg,4250,5500,Nom_Client,2237,1201,3262,1294
